state_code,num_employee_code,naics_code,inst_type_code,birth_date,sex,date_filed,closure_code,basis_code,issue_code,litigation_case_type
MD,B,339999.0,E,02/11/77,M,03/29/10,,OR,I1,
GA,A,484121.0,E,05/21/49,M,06/04/10,,U1,D2,
GA,A,,E,01/10/65,F,10/07/09,,NO,T2,
HI,,485210.0,E,,M,04/27/10,N2,RS,S5,
NC,D,332114.0,E,10/25/65,M,03/11/10,M1,U1,D2,
MA,C,541110.0,E,08/20/80,F,09/13/10,M3,RB,B1,
IL,A,,E,02/15/46,F,05/20/10,M2,NH,T2,
AR,,,E,08/10/65,F,11/23/09,M3,RB,H1,
NY,D,,E,02/19/62,F,01/13/10,N2,OR,P3,
GA,A,722320.0,E,01/05/77,F,05/14/10,M2,GF,P3,
FL,A,531110.0,E,06/13/69,F,12/02/09,M3,NO,H1,
MO,U,,E,11/24/64,N,04/14/10,N2,OR,D2,
GA,D,,E,07/30/67,M,05/26/10,,GM,S4,
VA,A,551114.0,E,06/19/52,M,08/24/10,M3,Z2,D2,
IN,A,622110.0,E,02/01/63,F,02/03/10,M3,RB,B1,
OH,D,722110.0,E,08/12/84,F,07/15/10,M2,RB,D2,
NY,A,,E,03/25/63,F,06/24/10,,OR,B1,
AR,B,721110.0,E,11/05/54,M,07/21/10,M3,GM,C1,
MI,D,336111.0,E,01/26/41,M,01/14/10,X9,OA,B2,
GA,D,314110.0,E,03/18/51,M,02/02/10,M3,OA,D2,
GA,D,531390.0,E,11/26/56,M,09/02/10,M3,RB,D2,
TN,D,493190.0,E,06/16/50,M,04/27/10,M3,GM,T2,
NY,D,,E,09/16/63,F,01/11/10,M3,RB,T2,
CA,U,452990.0,E,03/16/83,F,06/08/10,N2,RW,H1,
CO,D,311612.0,E,,M,12/16/09,,OC,T2,
IL,C,921190.0,G,,F,03/16/10,N2,OR,T2,
VA,D,321999.0,E,02/02/70,F,09/27/10,M2,RB,T2,
GA,A,,E,11/17/59,F,09/28/10,,GF,H2,
OH,A,813319.0,E,08/03/66,M,10/26/09,M3,OR,D2,
CA,U,,E,,N,02/16/10,N2,VA,R4,
PA,A,238990.0,G,07/20/52,F,03/11/10,M3,Z4,H1,
NV,U,,E,05/14/64,M,08/30/10,,RB,D2,
GA,D,,E,11/19/63,F,06/16/10,M3,RB,D2,
TX,D,,E,10/11/73,M,05/11/10,M3,RW,W1,
SC,D,722310.0,E,06/01/88,F,02/22/10,,OR,D2,
MS,A,,E,,F,08/03/10,,GF,S4,
LA,D,,E,11/26/53,M,10/07/09,M3,OA,A3,
OK,D,561422.0,E,04/17/60,F,03/18/10,M3,OA,H1,
CA,D,,G,07/08/71,M,08/09/10,M3,WH,R6,
PR,C,,G,07/28/39,M,03/11/10,M3,Z4,A2,
TX,U,,K,10/10/55,F,12/07/09,M3,OA,H1,
AL,C,,E,06/09/59,M,08/20/10,,RB,P3,
MN,A,454111.0,E,,M,08/30/10,M3,Z2,C1,
OH,D,,O,02/15/74,M,12/01/09,M3,WL,D2,
NY,B,,E,03/09/73,M,07/07/10,M3,GM,T2,
GA,A,,P,05/05/66,M,09/14/10,,RB,H1,
FL,U,,E,01/27/78,F,02/16/10,N2,GF,D2,
VA,C,,G,10/03/52,F,10/22/09,M3,T3,D2,
NY,D,,E,11/24/73,M,02/09/10,Y1,AJ,D2,
CO,D,,E,,N,11/05/09,M3,NH,C1,
TN,D,,G,,M,07/12/10,,OR,H1,
MO,D,444190.0,E,04/19/42,F,10/13/09,X1,OA,H1,
OH,B,611110.0,K,08/28/53,M,06/24/10,N2,OR,T2,
OK,D,,I,04/23/91,F,06/15/10,M3,GF,S4,
KY,D,,E,10/07/60,F,07/23/10,M3,W1,D2,
ID,A,561310.0,P,09/05/81,M,03/18/10,M3,Z4,H2,
AL,A,,E,12/24/83,F,09/01/10,M1,OR,T2,
IL,A,,E,06/13/50,M,09/07/10,,OR,B1,
NY,U,,U,06/06/55,F,06/30/10,M3,OR,H1,
CA,D,452111.0,E,08/10/40,M,12/01/09,,OA,D2,
AL,,624110.0,E,06/22/66,F,10/20/09,N2,GF,H1,
NY,C,221310.0,G,08/05/60,F,08/16/10,M3,OA,T2,
GA,D,,K,10/14/73,F,05/26/10,M2,GP,D2,
GA,C,,E,04/03/48,M,10/30/09,M3,OR,S3,
PA,D,,E,,F,07/06/10,,RB,L1,
OH,B,,K,06/16/67,F,11/10/09,M3,U2,R6,
IL,B,611710.0,K,06/28/51,F,02/24/10,,T3,R6,
GA,U,,G,,F,08/12/10,,GF,D3,
FL,A,,E,02/10/80,F,01/21/10,Y1,GF,H1,
NJ,B,541990.0,G,12/01/67,F,06/24/10,M3,NO,T2,
NY,D,541110.0,E,04/08/70,F,06/10/10,N2,UB,H1,
LA,D,611110.0,K,11/27/65,F,01/08/10,M1,OR,H1,
TX,N,,E,12/08/70,F,03/31/10,M3,NO,H1,
AL,,561720.0,E,07/12/54,F,09/22/10,,OR,D2,
PA,D,324110.0,E,10/24/63,M,06/30/10,M2,AO,D2,
CA,D,722110.0,E,11/22/78,M,11/24/09,,NM,T2,
MN,D,532490.0,P,02/21/77,M,05/11/10,M3,OR,D2,
AL,A,,E,04/23/87,F,06/11/10,M2,GF,D2,
CO,D,,E,06/05/89,F,05/06/10,M2,T1,R6,
TX,D,484230.0,E,09/17/57,M,11/30/09,,GM,D2,
WA,D,484121.0,E,07/21/64,M,06/30/10,,VB,H2,
MS,A,,E,06/16/61,M,02/26/10,M3,RB,T2,
TX,C,518210.0,E,01/01/84,M,08/06/10,N2,GM,C1,
TN,A,238110.0,E,12/21/57,M,08/04/10,,RB,T2,
MO,D,,E,01/01/61,F,06/14/10,N2,RB,O1,
GA,D,,E,01/02/62,M,11/25/09,,OR,H1,
GA,A,,E,05/14/82,M,07/21/10,M3,Z2,R6,
VA,U,,I,04/18/85,F,02/08/10,M3,GF,S4,
KS,,311611.0,E,,N,08/31/10,,Z3,T2,
LA,D,921110.0,G,07/28/57,F,06/25/10,Y2,RB,C1,
MN,D,444220.0,E,12/06/75,M,05/27/10,,T3,D2,
CT,A,621420.0,G,11/04/70,F,09/22/10,,OC,H1,
AR,N,,E,04/17/71,F,11/19/09,,RB,D2,
CA,D,446110.0,E,01/24/65,F,02/24/10,M3,OA,T2,
OH,,519190.0,E,11/09/80,F,04/27/10,M3,GF,H1,
FL,D,445120.0,E,10/01/57,F,12/10/09,,OR,D2,
WA,D,,E,09/01/57,F,09/23/10,M3,NH,H1,
FL,D,,E,,M,06/14/10,M3,GM,S4,
NJ,D,339112.0,E,12/17/75,F,09/07/10,N2,GF,H1,
OH,C,,G,05/31/83,M,01/15/10,M3,RW,I1,
AL,D,482112.0,E,07/28/64,M,08/12/10,,RB,S3,
TN,A,,N,01/13/86,M,09/24/10,M2,,T2,
IN,A,,E,02/17/59,F,07/08/10,M3,OA,C1,
GA,,488119.0,E,01/01/83,M,12/04/09,M1,AM,D2,
NC,C,,E,04/09/55,M,04/15/10,M3,OR,O1,
OH,D,335314.0,E,01/09/56,M,01/15/10,M3,Z5,D2,
AL,A,,E,07/20/67,F,07/22/10,,RB,T2,
PA,C,112210.0,E,04/01/80,F,05/13/10,M1,OR,D1,
IL,D,,E,03/21/82,F,05/04/10,M3,OR,S4,
AZ,A,,E,03/24/54,F,12/15/09,M3,OR,D2,
NY,,622110.0,E,07/03/74,N,03/24/10,,NH,A3,
NY,D,,G,,F,08/20/10,N2,GF,I1,
VA,A,,E,11/14/69,F,11/10/09,N2,GF,I1,
FL,C,,E,,M,06/10/10,N2,Z2,H1,
AL,D,336399.0,E,07/13/74,F,11/16/09,,RB,S5,
IN,D,,G,10/11/69,F,03/29/10,M3,OR,T4,
MI,D,336111.0,E,04/12/59,F,05/04/10,M3,OR,B1,
TX,A,,E,05/31/63,M,07/19/10,M3,RB,H1,
NY,D,813930.0,U,12/29/54,F,07/21/10,N2,RW,H1,
UT,A,,E,09/29/63,F,07/20/10,N2,T3,R6,
CO,C,921190.0,G,,N,05/07/10,N2,WD,R6,
IL,D,,E,,M,10/14/09,,OR,T2,
MO,A,,E,07/02/47,N,04/09/10,,OA,H2,
IA,D,,E,12/04/78,F,07/12/10,N2,RB,H1,
AZ,D,,E,09/28/77,F,08/23/10,M3,OR,D3,
KS,B,,E,04/06/83,M,02/03/10,M3,GM,D2,
CA,B,621610.0,E,11/09/60,F,12/28/09,,RB,D3,
CA,,,E,06/04/45,M,01/14/10,,OA,D2,
TX,D,,E,05/04/45,F,03/15/10,,OA,H1,
OH,A,,E,10/28/50,M,01/11/10,M3,Z3,D2,
NY,D,,G,12/09/65,F,03/29/10,M3,GF,W1,
MN,A,,E,10/01/60,F,09/08/10,M2,Z2,R6,
MN,D,523930.0,E,02/09/66,F,10/14/09,,W2,D3,
PA,B,332312.0,E,01/20/73,M,09/30/10,Y1,T3,R6,
MI,B,,G,02/18/61,M,02/08/10,M3,RW,D3,
NY,D,,G,05/31/67,M,04/29/10,M3,NH,D1,
CA,D,444110.0,E,10/31/82,M,04/14/10,M3,VB,R6,
TX,A,443120.0,E,04/30/61,M,11/24/09,M3,OA,D2,
OH,D,522120.0,E,08/16/55,F,03/10/10,N2,OA,B5,
CA,D,,E,07/21/76,F,11/06/09,M1,RB,P3,
VA,D,,K,03/29/62,F,09/09/10,,Z2,R6,
GA,D,,E,12/03/57,F,08/24/10,,U1,R6,
AR,D,339113.0,E,03/29/79,F,05/28/10,M3,GP,D2,
NV,D,562219.0,E,08/17/49,M,10/26/09,M3,RB,H1,
LA,B,922120.0,G,06/28/56,M,11/17/09,,OA,H2,
MS,A,722110.0,E,07/01/88,M,07/20/10,M3,GM,D2,
CO,C,624120.0,E,03/28/55,F,09/03/10,,Z4,I1,
FL,D,452910.0,E,03/31/79,M,05/14/10,,,D2,
FL,A,722110.0,E,11/17/62,F,08/02/10,,RW,S4,
MO,A,921190.0,G,,N,11/19/09,N2,Z2,D2,
MI,D,541519.0,E,04/26/70,M,04/26/10,M2,RB,T2,
FL,A,485210.0,G,05/11/58,M,01/22/10,,NH,D3,
GA,A,811198.0,E,08/16/80,M,03/29/10,,RB,S1,
MD,D,,E,12/07/60,M,11/20/09,,RB,H1,
TX,B,,E,12/20/69,F,04/08/10,M3,NH,D2,
PA,D,452112.0,E,07/12/84,F,03/25/10,,OR,I1,
CT,D,326199.0,E,04/27/78,F,12/04/09,M2,GF,H1,
MO,,611310.0,E,01/16/84,F,10/28/09,M3,UC,D2,
TX,A,623311.0,E,04/05/64,F,07/29/10,Y1,OR,D2,
IN,A,,E,,F,03/25/10,N2,RW,D2,
CA,A,611110.0,M,05/12/48,F,08/04/10,M3,U2,D2,
PA,B,517110.0,E,,F,12/04/09,,RB,S5,
GA,D,541990.0,G,11/22/63,M,08/09/10,N2,RB,S5,
CA,U,,O,,N,10/01/09,N2,OA,H1,
CO,D,,G,08/05/71,F,02/04/10,,OC,H1,
PA,D,921190.0,G,12/13/54,F,08/24/10,N2,OR,R2,
OH,,326199.0,E,01/06/60,F,04/13/10,M2,GF,H1,
MD,D,485999.0,G,09/19/55,F,02/24/10,M3,GF,I1,
CA,D,,E,01/17/81,F,05/03/10,,NH,S4,
IL,D,481111.0,E,06/08/57,M,07/01/10,,WK,A3,
TX,D,541330.0,E,10/06/70,F,06/29/10,,OO,P3,
CO,C,,I,10/31/49,M,10/28/09,M3,OR,H1,
NY,A,511130.0,E,09/11/59,F,09/21/10,M1,Z2,T2,
FL,D,,E,11/17/73,F,04/21/10,M1,PF,T4,
NY,D,,E,12/20/70,M,12/29/09,M3,NH,L2,
CO,,541711.0,E,08/04/70,M,03/29/10,,OR,H1,
FL,A,,E,04/08/87,F,09/01/10,M3,GP,T2,
NY,C,493110.0,E,06/15/71,M,08/09/10,M3,RB,T2,
VA,A,,E,03/10/67,M,01/05/10,M1,GM,S4,
NY,D,,E,,M,12/15/09,M3,GM,H1,
IL,B,423610.0,E,06/17/60,F,09/13/10,M3,RW,D2,
NE,B,,E,08/30/61,F,11/30/09,M3,OC,D3,
MS,D,561210.0,E,08/12/72,F,12/16/09,N2,GF,D2,
TN,A,,E,08/13/65,M,05/17/10,,RB,H1,
MD,B,611110.0,M,,F,08/31/10,M2,GF,S4,
OK,B,,E,02/18/57,M,03/30/10,Y2,OA,D2,
PA,D,488510.0,E,12/23/56,F,09/13/10,,GF,E1,
TN,U,,E,07/31/86,F,07/07/10,,RB,D2,
MO,D,,E,10/26/73,M,04/27/10,M3,OR,C1,
FL,D,446110.0,E,03/15/57,F,09/22/10,,GF,O1,
NV,D,221119.0,G,10/02/65,F,01/07/10,N2,OA,D2,
AL,B,,E,04/24/54,M,07/01/10,M3,OR,D3,
TX,D,,E,01/15/58,F,01/07/10,M3,OR,D1,
TX,D,721110.0,E,05/04/76,F,06/01/10,M2,GF,S4,
AR,D,452910.0,E,12/02/88,F,06/17/10,N2,OR,W1,
IL,D,,E,02/03/83,M,02/16/10,,RB,D2,
IN,C,,E,,F,02/11/10,N2,OR,T2,
NJ,D,517110.0,E,09/08/69,M,11/18/09,M3,NO,D2,
NC,A,,E,03/20/86,F,05/26/10,M3,WL,R6,
NC,A,,E,06/25/74,F,02/17/10,,W3,T2,
OH,A,,E,10/07/71,F,09/03/10,,OR,D2,
NY,U,,G,08/11/59,F,09/15/10,,OA,D3,
NV,D,237990.0,E,06/21/69,F,08/04/10,,OR,D2,
IN,B,,E,01/25/85,F,07/13/10,N2,Z2,R6,
CO,U,,K,03/17/53,N,03/03/10,M3,OR,C1,
NY,D,,E,09/13/65,M,03/15/10,M1,TN,D2,
MN,A,454111.0,E,,M,08/30/10,M3,Z2,R6,
DC,A,,E,04/02/64,M,04/30/10,,OA,D2,
TX,C,,E,04/05/65,M,10/06/09,M2,RB,H1,
WA,D,,E,05/21/57,F,10/30/09,M2,OR,T2,
MO,A,331492.0,E,,N,02/24/10,N2,NO,H1,
IL,D,,G,08/25/67,M,03/12/10,,RB,D3,
IL,D,336999.0,E,04/25/75,M,06/15/10,M1,OR,R6,
PA,D,922120.0,G,01/06/68,F,01/20/10,,OR,H1,
TX,C,721110.0,E,06/25/72,F,08/06/10,,RB,D2,
TN,A,,E,12/10/60,M,07/21/10,M2,OR,D2,
IL,D,722110.0,E,11/27/57,N,09/27/10,Y2,OA,H2,
CA,D,492110.0,E,09/30/60,F,11/17/09,,Z2,D2,
MO,D,622110.0,E,04/13/78,F,10/07/09,Y2,RB,D2,
CT,U,,E,12/15/48,N,12/10/09,M3,OA,D2,
IN,A,,E,02/13/55,M,10/07/09,M3,RB,D1,
TN,A,624310.0,E,06/22/59,M,08/09/10,M2,WH,D2,
AR,C,339999.0,E,01/22/56,F,01/07/10,M3,RB,D2,
FL,,722310.0,E,06/01/67,F,04/01/10,M3,OR,D2,
PA,A,624410.0,E,05/15/58,F,03/30/10,M3,RB,S5,
UT,U,,E,,N,09/13/10,M3,OR,D2,
AL,A,,E,01/28/68,M,04/12/10,M3,OR,F1,
FL,A,321911.0,E,03/08/57,M,03/30/10,,RB,D2,
TX,D,611110.0,E,,N,04/13/10,,Z4,D2,
NC,D,,E,10/20/61,F,09/08/10,,OR,D2,
CA,N,531210.0,E,03/22/87,F,06/08/10,Y2,GF,S4,
PA,A,541513.0,E,04/04/73,F,08/31/10,,GP,D2,
GA,D,812332.0,E,07/12/59,M,02/02/10,M2,OA,D2,
TN,B,335999.0,E,11/04/52,F,03/25/10,,RB,D2,
OK,B,,G,07/25/61,F,09/01/10,M3,OR,H1,
AR,A,331210.0,E,08/22/78,M,05/21/10,M3,OR,P3,
FL,D,,E,12/07/64,F,01/26/10,N2,GF,D1,
NY,D,922120.0,G,03/18/59,F,11/24/09,M3,OC,O1,
MD,D,452990.0,E,01/02/59,M,01/13/10,,RB,D3,
IN,A,722110.0,E,03/04/92,F,09/21/10,N2,GF,H1,
MD,D,622110.0,E,03/07/63,M,08/05/10,,GM,D2,
FL,C,722212.0,E,11/19/65,F,05/03/10,,OR,D2,
NY,A,,E,10/29/80,M,12/15/09,N2,OO,W1,
CA,D,,E,06/18/74,F,01/07/10,,RS,T2,
MD,A,,E,09/27/51,F,09/15/10,M3,OA,T4,
PA,D,312111.0,E,07/29/79,M,11/19/09,M3,Z3,B1,
VA,U,,E,09/12/63,M,11/05/09,M3,NO,D3,
NM,,453310.0,E,01/09/83,M,12/17/09,M3,GM,D3,
MI,A,339999.0,P,10/17/57,M,06/08/10,M3,OA,R1,
OH,D,521110.0,E,06/04/61,F,01/22/10,M2,UB,R6,
OH,B,,G,,M,12/09/09,M2,OR,D3,
GA,A,,E,02/09/82,F,04/07/10,M3,UC,T2,
PR,U,,E,04/01/89,F,07/15/10,,OR,S5,
SC,D,,E,06/17/80,M,06/17/10,M3,OR,D1,
NY,D,921190.0,G,07/25/73,M,08/19/10,M3,OR,H1,
CA,D,443120.0,E,04/10/65,M,01/25/10,M3,RB,D2,
OK,C,,E,02/01/49,F,10/29/09,Y1,OR,D1,
NM,B,,U,12/17/56,F,07/13/10,Y2,RW,H1,
PA,D,312111.0,E,01/13/63,F,07/07/10,M3,OA,W1,
TN,D,,E,11/20/69,M,10/28/09,M3,XC,D2,
PA,A,561790.0,E,01/07/70,F,10/19/09,M3,RW,H1,
GA,D,,K,09/09/50,F,04/15/10,,OR,H1,
GA,C,,E,12/17/48,M,11/30/09,,OA,D2,
TX,D,611310.0,I,08/13/83,M,08/25/10,,OR,D2,
NJ,B,621340.0,E,12/01/48,F,05/25/10,M3,OA,A3,
GA,B,,E,10/07/60,F,08/19/10,M3,WG,C1,
PA,A,561440.0,E,09/21/69,F,06/22/10,,RB,H1,
FL,A,621210.0,E,02/22/76,F,07/23/10,,GP,D2,
AL,D,334412.0,E,02/19/56,M,10/07/09,N2,RB,T2,
PA,D,541330.0,E,12/10/56,F,06/30/10,,GF,B1,
FL,B,441229.0,E,08/14/51,F,06/11/10,,OA,D2,
CA,C,,E,08/18/47,F,02/16/10,,U2,T2,
CO,A,623312.0,E,12/20/55,N,09/23/10,N2,AC,D2,
MO,D,453210.0,E,12/30/69,F,12/10/09,M1,GF,D2,
OH,D,336411.0,E,07/30/75,M,12/16/09,M5,NO,D2,Individual
FL,C,,E,09/06/67,F,02/05/10,M1,OR,T2,
GA,D,311615.0,E,,M,03/29/10,M3,RB,H2,
AZ,C,,E,09/19/53,N,11/12/09,M3,OO,O1,
TX,D,423510.0,E,04/07/72,F,08/02/10,M3,GF,H1,
LA,A,,E,07/11/40,M,12/22/09,M3,OA,D2,
KS,C,541990.0,E,11/10/66,F,09/23/10,,Z2,D3,
TX,A,,K,,F,05/11/10,M3,RS,T2,
NC,A,517210.0,E,08/10/66,F,05/13/10,,Z2,D2,
TX,A,,E,10/27/80,F,02/22/10,M3,RB,D2,
TX,A,,E,12/21/76,F,09/08/10,M3,AO,H2,
AL,C,517910.0,E,03/09/48,F,04/20/10,M3,OA,D2,
TX,D,,E,12/21/72,F,05/05/10,M3,RB,D2,
IL,D,,E,01/25/67,F,10/30/09,,T3,D2,
MO,A,541921.0,E,08/16/75,F,09/17/10,N2,GF,S4,
GA,,622110.0,E,09/07/61,F,05/17/10,,GF,D2,
AL,B,,E,09/22/77,F,08/12/10,M2,GF,S4,
IL,D,,E,12/16/47,M,10/01/09,M3,OA,L1,
NC,A,,E,08/16/78,F,06/14/10,,RW,T2,
FL,D,452910.0,E,12/21/64,F,07/23/10,M3,OR,D2,
OH,C,482111.0,E,07/04/69,M,02/01/10,M3,OR,S3,
IL,A,,E,06/14/79,F,04/19/10,M3,RB,H2,
AL,A,,E,06/22/42,F,08/05/10,M3,OA,C1,
AZ,D,,E,04/22/82,F,12/04/09,,GP,D1,
FL,U,,E,,F,10/06/09,M3,GP,B1,
TN,A,621111.0,E,08/01/64,M,04/30/10,,RW,D3,
CO,A,921120.0,G,04/16/52,F,07/20/10,M2,GF,D2,
FL,D,452910.0,E,02/18/81,N,10/30/09,M1,OR,H1,
FL,C,622110.0,E,08/09/64,N,12/10/09,,OR,D2,
FL,A,,E,06/27/40,F,04/15/10,,OA,D2,
MI,A,485991.0,E,04/15/77,M,03/15/10,M3,OR,D3,
FL,A,,I,,N,11/12/09,M5,OR,D3,
IL,D,,E,12/23/73,N,03/09/10,M3,GF,D2,
GA,C,,E,12/11/64,F,02/17/10,,UC,D2,
OR,,624310.0,E,08/12/70,M,06/03/10,,UA,R6,
FL,A,,E,01/01/74,M,10/05/09,,RB,H1,
NC,A,,E,11/18/62,F,01/22/10,Y2,RB,T2,
CA,C,812990.0,E,,M,10/13/09,N2,OR,D2,
FL,D,,E,08/03/79,F,09/21/10,,OR,D2,
GA,,,E,07/15/66,M,02/11/10,N2,OR,D2,
RI,B,445110.0,E,01/29/54,F,07/06/10,M5,GF,H1,
CA,,334510.0,E,05/20/70,M,06/09/10,Y1,RB,T2,
WA,A,622110.0,E,,F,03/08/10,M2,RB,D2,
PA,B,722310.0,E,06/21/61,F,09/22/10,,OA,D2,
WY,A,561311.0,E,10/03/50,F,04/09/10,,OR,H1,
MD,A,623110.0,E,02/28/65,F,08/05/10,M3,WJ,R6,
IL,A,332998.0,E,08/31/47,M,07/26/10,,VA,D2,
GA,A,,G,12/02/46,F,11/10/09,M3,GF,D2,
VA,A,,E,01/02/86,F,10/13/09,Y1,OR,D1,
TX,D,,E,02/27/53,M,04/30/10,,OR,T2,
AZ,D,,E,07/22/67,F,07/23/10,,RB,E1,
IL,C,621999.0,E,03/27/55,M,03/12/10,M1,UE,S5,
FL,D,521110.0,E,,M,10/08/09,,OR,S4,
TX,D,452910.0,E,09/19/64,F,07/15/10,M3,NO,T2,
TN,A,,E,06/10/44,M,08/31/10,X2,OA,T2,
CO,D,,E,09/04/69,F,07/15/10,,WL,R6,
PR,A,,E,09/17/72,F,09/20/10,M1,OR,E1,
TX,D,312111.0,E,10/08/75,M,07/23/10,M3,RB,P3,
NY,D,448150.0,E,02/12/63,M,10/26/09,M3,RB,I1,
GA,D,,G,12/03/76,F,06/17/10,M3,RB,D2,
KY,A,,E,08/15/52,M,04/20/10,,OR,P3,
FL,A,623312.0,E,07/06/63,F,04/21/10,,NH,S5,
WI,D,624310.0,E,03/16/67,F,02/05/10,,Z2,D3,
KY,A,813110.0,E,12/26/68,F,05/10/10,M3,OR,T2,
AR,,445110.0,E,02/15/67,N,01/14/10,M3,AP,D3,
PA,C,611310.0,N,03/26/69,F,10/27/09,N2,RB,D2,
IN,C,623110.0,E,07/09/67,F,10/14/09,M2,RB,T2,
NC,A,,E,07/06/76,F,11/18/09,,OR,D2,
PA,D,532490.0,E,08/29/63,F,06/10/10,M2,OA,B3,
AZ,C,,G,03/25/52,M,02/01/10,M3,OR,H1,
TN,A,722110.0,E,07/12/74,N,11/24/09,M3,Z2,R6,
FL,C,,E,12/10/71,F,08/17/10,M3,OR,H1,
DC,A,511120.0,E,06/02/51,F,06/15/10,,GF,W1,
GA,D,,E,11/24/49,F,04/08/10,,OA,D3,
VA,A,,E,03/03/70,F,02/23/10,,GF,I1,
RI,A,623110.0,E,07/27/73,F,09/22/10,,RB,D2,
AZ,D,,E,11/07/80,M,09/09/10,,UB,H2,
TX,D,452910.0,E,03/27/36,F,05/12/10,,OR,R6,
WA,D,622110.0,E,05/31/60,F,06/24/10,,OR,H2,
FL,A,,E,,F,10/20/09,N2,GF,D2,
MI,D,921190.0,G,10/10/51,F,03/04/10,N2,UA,D2,
IL,A,,E,10/05/65,F,06/28/10,Y2,OR,S4,
GA,C,334310.0,E,11/01/49,F,11/10/09,,OA,A3,
TX,D,,E,12/16/53,M,08/17/10,,VB,R6,
TX,N,,E,02/18/55,F,11/24/09,Y1,T3,R6,
MO,U,,E,12/02/62,N,03/26/10,M1,OA,P3,
FL,D,488190.0,E,09/19/53,F,02/24/10,,OR,D2,
AL,,,E,11/03/70,M,04/08/10,M3,OR,A3,
IL,C,611110.0,K,12/26/67,F,04/01/10,,AO,D2,
OH,A,334511.0,E,11/23/50,M,08/04/10,M3,OR,D3,
WI,D,,O,06/07/67,M,09/09/10,,GM,H1,
MA,A,722110.0,E,12/14/67,M,08/10/10,N2,Z4,O1,
NE,D,,E,08/22/78,F,11/16/09,M3,GF,H1,
OK,A,,E,04/16/85,F,06/04/10,M2,GP,H1,
MS,A,921190.0,G,04/11/76,F,11/17/09,N2,GF,T2,
SC,D,452910.0,E,04/08/67,F,10/23/09,,VB,H2,
NY,D,922190.0,G,12/27/76,M,07/15/10,N2,RB,D3,
FL,A,921190.0,G,03/03/71,N,02/10/10,,RB,P3,
IL,D,,E,08/03/65,F,03/16/10,M3,AM,R6,
NY,D,623110.0,E,11/23/74,F,04/09/10,M3,GP,T2,
CA,D,611110.0,K,10/12/67,M,05/11/10,,RI,D2,
MO,A,,E,02/12/93,F,09/13/10,M1,OR,T2,
CA,D,623312.0,E,12/17/71,F,09/15/10,,OC,D2,
MO,C,,E,02/26/51,F,06/18/10,,OC,D2,
PA,D,,E,09/09/77,F,07/02/10,,GF,S4,
AL,B,,E,07/26/76,M,09/23/10,M3,OR,F1,
TX,D,311812.0,E,06/14/61,M,05/03/10,N2,OR,D3,
TX,C,,E,05/05/72,N,09/28/10,,W5,D2,
NY,U,,U,09/27/56,M,11/09/09,M3,Z3,I1,
IN,C,493110.0,E,,F,02/25/10,M3,GP,D3,
CO,D,811490.0,E,07/02/83,F,12/09/09,M3,RB,D2,
KY,A,,E,04/01/50,M,08/11/10,,OA,D2,
PR,D,443111.0,E,04/29/62,M,02/02/10,M3,WL,D2,
CA,U,,E,02/08/88,F,06/16/10,X3,GF,D2,
AZ,D,611699.0,K,03/29/73,N,01/08/10,M3,RW,H1,
NY,D,,E,,F,11/16/09,,OR,I1,
TN,,561612.0,E,01/09/58,M,01/25/10,M3,OA,T2,
MD,D,,E,08/27/66,F,06/28/10,,GF,T2,
ID,D,561110.0,E,01/05/67,F,08/16/10,,NM,D2,
WA,C,,E,12/25/54,M,10/27/09,M3,OR,H2,
FL,A,522190.0,E,03/11/59,M,12/08/09,,UB,D2,
OH,B,336330.0,E,12/14/55,M,08/24/10,M3,OA,B2,
IL,D,622110.0,E,07/25/70,F,03/24/10,M3,RB,H1,
TN,C,541330.0,E,08/07/57,F,02/01/10,M2,OR,T2,
PA,B,,E,01/12/45,M,05/12/10,M2,OA,T4,
FL,A,922130.0,E,,M,11/25/09,M3,NO,D2,
NY,A,,E,,M,02/25/10,,T3,T2,
GA,U,,E,06/28/75,M,10/09/09,M3,RB,D3,
AL,B,339999.0,E,04/16/77,F,05/14/10,M3,PF,T2,
TN,A,,E,11/15/72,M,08/31/10,M3,OR,H2,
KY,D,,E,07/26/53,F,01/08/10,M4,Z3,R2,
FL,D,212393.0,E,01/03/53,M,12/22/09,N2,W4,D2,
OH,D,421120.0,E,09/04/55,F,02/09/10,M3,RB,H1,
NC,D,325611.0,E,02/27/68,F,11/24/09,M3,AM,D2,
TX,B,,E,02/07/89,F,02/01/10,N2,GP,T2,
MI,B,561990.0,E,02/22/55,M,10/19/09,M3,OR,H2,
NJ,A,,E,11/01/85,F,06/07/10,M2,GF,S4,
MD,D,517110.0,E,10/04/66,F,07/19/10,M3,GF,S5,
OK,A,,E,10/26/53,M,04/06/10,,OR,T2,
MO,A,624110.0,E,,N,01/06/10,M3,AP,H1,
FL,D,531190.0,E,12/13/54,M,08/27/10,,OR,H2,
CA,D,,G,11/23/64,M,10/29/09,,OA,H1,
UT,U,,G,,N,09/07/10,N2,OA,D1,
PA,D,,E,10/25/50,F,07/06/10,Y2,RB,P3,
NC,D,237310.0,E,01/11/79,M,01/13/10,M3,OR,W1,
IN,D,,E,06/04/59,F,08/12/10,M3,OR,P3,
NC,,493110.0,E,04/27/61,F,05/26/10,M2,GF,D2,
LA,U,,G,06/27/60,M,12/16/09,,OR,T4,
